idBranch,name,internalName,cnpj,address,neighborhood,telephone,whatsapp,number,idState,state,stateShort,city,complement,zipCode,website,latitude,longitude,openingDate,businessHours,searchTerms
1,Move 4 You Alameda,Move 4 You - Alameda,00734896000132,RUA MORAIS E CASTRO,PASSOS,32999480939,,300,13,Minas Gerais,MG,JUIZ DE FORA,Loja 315 - 2º Piso Shopping Alameda,36025160,,-21.77616,-43.34771,,[],[]
